customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST003640,Male,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,56.56,3161.31,0
CUST003641,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,88.43,606.74,0
CUST003642,Female,0,Yes,No,48,No,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,80.88,3850.18,0
CUST003643,Male,0,No,No,54,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.33,5267.47,0
CUST003644,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,102.09,3333.76,0
CUST003645,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,34.46,1193.29,1
CUST003646,Female,0,No,Yes,65,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer,18.0,1221.46,1
CUST003647,Female,0,Yes,Yes,28,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,67.88,1859.92,0
CUST003648,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,49.31,2682.53,1
CUST003649,Male,0,Yes,No,16,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,55.25,906.2,0
CUST003650,Female,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,49.03,396.34,0
CUST003651,Female,1,Yes,Yes,55,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer,89.22,4945.98,0
CUST003652,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,91.5,677.03,0
CUST003653,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,84.13,0.0,0
CUST003654,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card,32.11,152.58,0
CUST003655,Male,0,No,Yes,64,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card,63.54,4098.57,1
CUST003656,Male,1,No,No,10,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,105.07,1081.88,1
CUST003657,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,51.67,956.8,1
CUST003658,Female,0,No,No,28,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,48.79,1444.27,1
CUST003659,Male,1,Yes,Yes,54,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,125.23,6678.25,1
CUST003660,Female,0,Yes,No,53,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,94.56,4985.54,0
CUST003661,Female,0,No,No,21,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,24.13,454.75,0
CUST003662,Male,0,Yes,Yes,67,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,60.08,3969.89,1
CUST003663,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,115.97,6939.49,0
CUST003664,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,79.33,832.38,1
CUST003665,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One year,No,Electronic check,94.89,3548.68,0
CUST003666,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,74.9,60.89,1
CUST003667,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,75.6,2405.07,0
CUST003668,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.01,3842.39,0
CUST003669,Female,0,Yes,No,56,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,79.25,4547.41,0
CUST003670,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.74,1259.05,1
CUST003671,Female,1,No,No,38,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Two year,No,Electronic check,32.04,1179.18,0
CUST003672,Female,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,65.97,1262.65,0
CUST003673,Female,0,No,No,50,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card,40.18,2116.31,0
CUST003674,Male,1,No,No,45,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,82.56,3688.57,0
CUST003675,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,No,Electronic check,102.24,1800.46,0
CUST003676,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,97.56,4418.34,0
CUST003677,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.04,4160.42,1
CUST003678,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Electronic check,35.09,732.56,0
CUST003679,Male,0,No,No,17,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,122.01,2072.73,0
CUST003680,Female,0,No,No,25,No,No phone service,DSL,No,No,Yes,No,No,No internet service,One year,Yes,Credit card,89.31,2155.89,0
CUST003681,Male,0,No,No,58,No,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Bank transfer,70.0,3972.9,0
CUST003682,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.69,332.13,0
CUST003683,Male,0,Yes,No,3,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.81,254.35,0
CUST003684,Female,0,No,No,64,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card,89.97,5709.88,1
CUST003685,Female,1,Yes,Yes,22,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,75.0,1631.66,0
CUST003686,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,23.33,1081.82,0
CUST003687,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,59.96,2001.0,0
CUST003688,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card,79.62,2088.7,1
CUST003689,Female,1,No,Yes,46,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.09,3728.07,1
CUST003690,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer,68.53,220.79,1
CUST003691,Female,0,Yes,No,66,Yes,No phone service,No,No,No,No,No,No,Yes,One year,No,Mailed check,70.24,4622.07,0
CUST003692,Male,1,No,Yes,21,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,86.06,1824.41,0
CUST003693,Male,0,Yes,No,55,Yes,No phone service,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,31.94,1869.03,0
CUST003694,Male,1,Yes,No,47,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,103.61,4878.84,1
CUST003695,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,No,Credit card,83.94,3434.15,0
CUST003696,Male,0,Yes,No,31,No,No,DSL,No,No,No internet service,No internet service,No,No,Two year,Yes,Bank transfer,96.18,2905.53,0
CUST003697,Female,1,No,No,62,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,29.12,1789.74,1
CUST003698,Male,0,No,No,42,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,67.49,2771.57,1
CUST003699,Female,0,No,No,64,No,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card,30.73,1911.14,0
CUST003700,Female,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card,125.86,5434.91,0
CUST003701,Female,1,Yes,Yes,15,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.05,666.82,0
CUST003702,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,96.12,3046.84,0
CUST003703,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer,62.05,673.52,1
CUST003704,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card,63.35,238.53,1
CUST003705,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,18.0,1334.59,0
CUST003706,Male,0,Yes,No,21,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer,64.85,1324.61,1
CUST003707,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,46.55,1571.21,0
CUST003708,Male,1,Yes,No,42,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,85.75,3572.44,0
CUST003709,Female,0,No,No,14,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No,One year,Yes,Credit card,43.6,661.11,0
CUST003710,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,85.05,715.7,1
CUST003711,Male,0,Yes,No,41,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.21,2559.43,0
CUST003712,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.34,2410.42,1
CUST003713,Male,0,Yes,No,46,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,18.0,859.85,0
CUST003714,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer,43.2,70.5,1
CUST003715,Male,0,Yes,No,36,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.77,1772.52,0
CUST003716,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.3,3849.7,0
CUST003717,Female,1,Yes,No,24,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,62.84,1566.31,1
CUST003718,Male,1,No,No,39,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,89.75,3521.59,0
CUST003719,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,79.42,0.0,1
CUST003720,Male,0,Yes,No,41,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,44.95,1858.2,0
CUST003721,Male,0,No,No,60,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.94,5137.57,0
CUST003722,Female,0,No,No,69,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer,89.02,6185.97,0
CUST003723,Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,106.76,7484.31,1
CUST003724,Female,0,Yes,No,70,No,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,69.03,4837.16,0
CUST003725,Female,1,No,Yes,49,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,97.61,4735.77,0
CUST003726,Female,0,Yes,No,15,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,96.22,1373.48,1
CUST003727,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,42.98,2271.77,0
CUST003728,Male,0,Yes,Yes,15,Yes,No phone service,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,68.04,1004.01,0
CUST003729,Male,0,Yes,Yes,16,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,68.7,1131.65,1
CUST003730,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,93.37,3810.76,0
CUST003731,Male,0,No,No,47,Yes,No,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,106.33,4941.72,1
CUST003732,Male,1,No,No,46,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,102.96,4673.76,1
CUST003733,Female,0,No,Yes,6,No,Yes,DSL,Yes,No,No internet service,No,Yes,Yes,Two year,No,Electronic check,57.5,167.85,0
CUST003734,Female,0,No,No,51,No,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,48.03,2508.68,0
CUST003735,Male,0,Yes,No,39,Yes,Yes,No,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card,75.43,2922.64,1
CUST003736,Male,0,No,No,71,Yes,No,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,61.07,4405.74,0
CUST003737,Male,0,No,No,19,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card,111.01,2044.92,1
CUST003738,Male,0,Yes,No,70,Yes,No,No,Yes,No,No,No,No,No internet service,One year,Yes,Bank transfer,56.15,3842.49,0
CUST003739,Male,0,No,No,55,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,139.16,7590.22,0
CUST003740,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,56.97,1211.08,0
CUST003741,Male,1,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,65.65,1079.09,1
CUST003742,Female,0,No,No,68,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,137.78,9409.96,0
CUST003743,Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,23.69,1519.08,0
CUST003744,Female,0,Yes,No,25,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,56.4,1405.14,0
CUST003745,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card,122.36,7927.57,1
CUST003746,Male,0,No,No,44,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,79.15,3531.74,0
CUST003747,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card,74.17,3773.48,1
CUST003748,Male,1,Yes,Yes,53,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,102.7,5469.31,0
CUST003749,Female,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,65.91,765.75,0
CUST003750,Female,0,Yes,Yes,64,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,68.7,4304.21,1
CUST003751,Male,0,No,Yes,64,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,25.24,1665.69,0
CUST003752,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,122.62,8417.91,1
CUST003753,Female,0,No,Yes,2,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,24.88,7.07,0
CUST003754,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer,54.86,323.93,0
CUST003755,Male,0,Yes,No,12,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,126.34,1583.88,0
CUST003756,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,No,Electronic check,87.55,2228.64,1
CUST003757,Male,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,93.08,764.35,0
CUST003758,Female,0,No,No,52,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,57.92,2996.52,0
CUST003759,Male,0,No,No,40,Yes,No phone service,No,No internet service,No,No,Yes,Yes,No,Two year,No,Electronic check,104.99,4209.83,0
CUST003760,Female,0,No,No,53,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card,68.8,3797.19,0
CUST003761,Female,0,Yes,No,61,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,66.99,4143.36,0
CUST003762,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,64.98,1478.52,1
CUST003763,Female,0,No,Yes,17,Yes,Yes,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,63.66,1194.29,1
CUST003764,Male,0,No,Yes,15,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,66.24,950.93,0
CUST003765,Female,0,Yes,No,5,No,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,78.45,398.45,1
CUST003766,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Mailed check,18.2,709.96,0
CUST003767,Male,0,Yes,Yes,9,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,One year,No,Electronic check,79.61,576.82,0
CUST003768,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,97.39,1753.4,1
CUST003769,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,No,Electronic check,107.95,3236.6,1
CUST003770,Female,0,No,Yes,9,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.09,692.4,0
CUST003771,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.75,2383.16,0
CUST003772,Female,0,Yes,Yes,39,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,46.56,1741.97,1
CUST003773,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,93.19,4063.49,1
CUST003774,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Electronic check,85.27,2316.63,0
CUST003775,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,70.44,2464.09,1
CUST003776,Female,1,No,No,36,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No,One year,No,Electronic check,78.05,2882.53,0
CUST003777,Female,1,Yes,No,45,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,52.29,2400.79,1
CUST003778,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No,One year,Yes,Bank transfer,71.76,1411.41,0
CUST003779,Male,0,No,No,27,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.6,1731.91,1
CUST003780,Male,0,No,No,8,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,55.84,512.42,0
CUST003781,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.22,358.39,1
CUST003782,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,77.46,5204.48,1
CUST003783,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,29.19,1698.13,1
CUST003784,Male,0,No,No,60,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.36,4432.97,0
CUST003785,Female,1,No,Yes,46,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,74.87,3462.46,0
CUST003786,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.33,4462.03,0
CUST003787,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,19.91,572.33,0
CUST003788,Male,1,No,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,104.78,0.0,0
CUST003789,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,23.28,631.23,0
CUST003790,Male,1,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,One year,No,Credit card,70.71,2238.43,1
CUST003791,Female,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,Yes,Credit card,55.26,2101.43,0
CUST003792,Male,0,No,No,37,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,41.83,1506.9,0
CUST003793,Male,0,No,No,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,107.23,7022.92,1
CUST003794,Female,0,No,Yes,53,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,91.5,4803.29,0
CUST003795,Female,0,No,No,57,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,32.72,1858.96,0
CUST003796,Female,0,Yes,Yes,14,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,52.67,767.25,0
CUST003797,Male,1,No,No,55,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.33,4586.98,0
CUST003798,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,115.09,5862.74,0
CUST003799,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,59.93,1354.95,0
CUST003800,Male,0,No,No,16,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,94.69,1457.09,0
CUST003801,Female,0,No,No,27,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.54,1818.15,1
CUST003802,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,79.1,3869.28,0
CUST003803,Male,0,Yes,No,11,No,No,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card,45.6,524.52,0
CUST003804,Female,1,Yes,No,13,No,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,41.17,589.14,1
CUST003805,Female,0,No,Yes,69,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.6,6846.34,0
CUST003806,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,85.85,800.4,0
CUST003807,Male,1,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,18.0,777.51,1
CUST003808,Male,0,Yes,No,67,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,105.86,7116.17,1
CUST003809,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,101.69,4686.71,0
CUST003810,Female,0,Yes,Yes,63,Yes,No,DSL,No,No internet service,No,No,Yes,No,One year,Yes,Mailed check,61.59,3960.57,1
CUST003811,Female,0,Yes,No,67,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer,91.83,6145.2,1
CUST003812,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,No,Bank transfer,54.82,2372.74,0
CUST003813,Male,0,Yes,No,17,Yes,No,No,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,18.0,341.05,0
CUST003814,Male,0,Yes,No,55,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Two year,Yes,Mailed check,99.98,5470.08,0
CUST003815,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.65,605.82,0
CUST003816,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Two year,No,Electronic check,18.0,42.96,0
CUST003817,Male,0,Yes,No,4,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card,98.91,398.42,0
CUST003818,Male,0,Yes,No,23,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,72.09,1736.13,1
CUST003819,Female,0,No,No,44,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,73.57,3299.33,0
CUST003820,Female,1,No,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer,74.32,1437.6,0
CUST003821,Female,1,Yes,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card,65.86,3033.73,1
CUST003822,Female,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,99.76,4256.02,0
CUST003823,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer,92.73,369.3,0
